"","key_f","date_key","end_enb_id","LATITUDE","LONGITUDE","end_cell_id","end_earfcn_dl","hour_key","PDCCH_BusyHr_gmt","lat_center","lon_center","lat_grid_index","lon_grid_index","record_count","imsi_count","avg_duration_ms","avg_rsrp","avg_rsrq","sd_rsrp","sd_rsrq","avg_lat","avg_lon","sd_lat","sd_lon","Weight","SECTOR_ID","EUTRANCELLFDD","year_current_MB","year_1_MB","year_2_MB","year_3_MB","year_4_MB","year_5_MB","year_6_MB","year_7_MB","year_8_MB","year_9_MB","year_10_MB","year_11_MB","year_12_MB","year_13_MB","year_14_MB","year_15_MB","year_16_MB","year_17_MB","year_18_MB","year_19_MB","year_20_MB","year_21_MB","year_22_MB","year_23_MB","year_current_kbps","year_1_kbps","year_2_kbps","year_3_kbps","year_4_kbps","year_5_kbps","year_6_kbps","year_7_kbps","year_8_kbps","year_9_kbps","year_10_kbps","year_11_kbps","year_12_kbps","year_13_kbps","year_14_kbps","year_15_kbps","year_16_kbps","year_17_kbps","year_18_kbps","year_19_kbps","year_20_kbps","year_21_kbps","year_22_kbps","year_23_kbps","grid_id"
"1","190001-1.5070","20180811","190001",41.95727901,-91.71944388,"48640257","5070","00","2018-08-11 00:00:00",41.957835,-91.694739,825,2466,194,95,20577.3659793814,-110.747368421053,-14.7578947368421,6.90214048703016,2.06746420593666,41.9596073865979,-91.7026684329897,0.00121636560498823,0.00189428204457448,0.024996778765623,1,"190001-1",45.7873495683546,48.6942758394537,53.6724518219302,59.9791039590259,63.5994625179745,62.7870772318,66.4311715320191,72.5281898587811,76.6961648735988,81.1036605473521,85.7644418062105,90.6930638994975,95.9049190436799,101.41628374127,107.244369624275,113.407378097152,119.924555929648,126.81625607396,134.104001306533,141.810551344414,149.959973386162,158.577717777091,167.690697898982,177.327373234377,104.191657684434,110.806529910224,122.134645923681,136.485783231206,144.724110263124,142.875482411919,151.16782144175,165.041925367538,174.526384067923,184.55588533442,195.161752021244,206.377105406857,218.236971334952,230.778387891247,244.040521100573,258.064789269965,272.894989493245,288.577436043855,305.16110519531,322.697787948179,341.242250549844,360.85240667498,381.589499219018,403.518289315561,"190001-1.825.2466"
"2","190001-1.5070","20180811","190001",41.95727901,-91.71944388,"48640257","5070","00","2018-08-11 00:00:00",41.993808,-91.667116,821,2468,1,1,98,NA,NA,NA,NA,41.9942,-91.669931,NA,NA,0.000128849375080531,1,"190001-1",0.236017265816261,0.251001421852854,0.276662122793454,0.309170638964051,0.327832281020487,0.323644727998969,0.342428719237212,0.373856648756604,0.395341056049478,0.418060105914186,0.442084751578405,0.467490020100503,0.494355252802474,0.522764349181806,0.552806028991109,0.584574113902848,0.618167814070352,0.653692041618348,0.691257738693467,0.730982223424816,0.772989553536915,0.817410916376756,0.864385040716403,0.914058624919469,0.537070400435226,0.571167679949607,0.62956003053444,0.703534965109309,0.746000568366621,0.736471558824322,0.779215574442012,0.850731574059473,0.899620536432592,0.951318996569173,1.00598841248064,1.06379951240648,1.12493284193274,1.18957931902705,1.25794083041533,1.33023087252559,1.40667520357343,1.48751255692709,1.57299538760469,1.6633906595267,1.75898067293734,1.86006395193289,1.96695618154133,2.07999118203897,"190001-1.821.2468"
"3","190001-1.5070","20180811","190001",41.95727901,-91.71944388,"48640257","5070","00","2018-08-11 00:00:00",41.957835,-91.722362,825,2464,1013,197,20410.1115498519,-85.4639175257732,-11.5560567010309,11.6471228450924,2.05467571682175,41.9596777670286,-91.7191864965449,0.0011786786167745,0.00197305540461674,0.130524416956578,1,"190001-1",239.085490271872,254.264440336941,280.258730389769,313.189857270584,332.094100673753,327.852109462956,346.880292587295,378.716785190439,400.480489778121,423.494887291071,447.831853348924,473.567390361809,500.781871088906,529.56028572117,559.992507367994,592.173577383585,626.203995653266,662.190038159387,700.244089296482,740.484992329339,783.038417732895,828.037258289653,875.622046245716,925.941387043422,544.052315640884,578.592859788952,637.744310931388,712.68091965573,755.698575755387,746.045689089039,789.345376909758,861.791084522246,911.315603406216,963.686143524572,1019.06626184289,1077.62890606776,1139.55696887787,1205.0438501744,1274.29406121073,1347.52387386843,1424.96198121988,1506.85022016714,1593.44432764355,1685.01473810054,1781.84742168553,1884.24478330802,1992.52661190137,2107.03106740548,"190001-1.825.2464"
"4","190001-1.5070","20180811","190001",41.95727901,-91.71944388,"48640257","5070","00","2018-08-11 00:00:00",41.966829,-91.736174,824,2463,213,107,21381.6103286385,-114.035353535354,-14.9520202020202,6.76612663725211,1.83354832261559,41.9654240985915,-91.7291574225352,0.00218095310752251,0.00255668944806307,0.0274449168921531,1,"190001-1",50.2716776188635,53.4633028546579,58.9290321550058,65.8533460993429,69.8282758573637,68.9363270637804,72.9373171975261,79.6314661851566,84.2076449385388,89.0468025597217,94.1640520862002,99.575374281407,105.297668846927,111.348806375725,117.747684175106,124.514286261307,131.669744396985,139.236404864708,147.237898341709,155.699213589486,164.646774903363,174.108525188249,184.114013672594,194.694487107847,114.395995292703,121.658715829266,134.096286503836,149.852947568283,158.89812106209,156.868442029581,165.972917356149,181.205825274668,191.619174260142,202.630946269234,214.275531858376,226.58929614258,239.610695331674,253.380394952761,267.941396878465,283.339175847951,299.62181836114,316.84017462547,335.0480175598,354.302210479186,374.662883335653,396.193621761705,418.961666668303,443.038121774301,"190001-1.824.2463"
"5","190001-1.5070","20180811","190001",41.95727901,-91.71944388,"48640257","5070","00","2018-08-11 00:00:00",41.966829,-91.722362,824,2464,3340,692,19996.4535928144,-106.657401422107,-14.7346477052359,7.93276885435038,1.98724072326626,41.968361941018,-91.7175215655689,0.0020629640920228,0.00185538388816359,0.430356912768973,1,"190001-1",788.297667826311,838.344748988532,924.051490130138,1032.62993413993,1094.95981860843,1080.97339151656,1143.71192225229,1248.68120684706,1320.43912720526,1396.32075375338,1476.56307027187,1561.41666713568,1651.14654436026,1746.03292626723,1846.37213683031,1952.47754043551,2064.68049899498,2183.33141900528,2308.80084723618,2441.48062623889,2581.7851088133,2730.15246069836,2887.04603599278,3052.95580723103,1793.81513745365,1907.70005103169,2102.73050198503,2349.80678346509,2491.64189834451,2459.81500647324,2602.58001863632,2841.44345735864,3004.73259168486,3177.40544854104,3360.00129768533,3553.09037143764,3757.27569205536,3973.19492555034,4201.52237358719,4442.97111423548,4698.29517993524,4968.29194013648,5253.80459459968,5555.72480281917,5874.99544761071,6212.61359945584,6569.63364634804,6947.17054801017,"190001-1.824.2464"
"6","190001-1.5070","20180811","190001",41.95727901,-91.71944388,"48640257","5070","00","2018-08-11 00:00:00",41.975822,-91.708551,823,2465,264,122,20000.4962121212,-112.077235772358,-15.5345528455285,6.32634030981681,1.96079565359451,41.9763227727273,-91.7118248068182,0.00276314972117114,0.00213587603343682,0.0340162350212601,1,"190001-1",62.3085581754928,66.2643753691535,73.038800417472,81.6210486865095,86.5477221894086,85.4422081917279,90.4011818786239,98.6981552717433,104.370038797062,110.367867961345,116.710374416699,123.417365306533,130.509786739853,138.009788183997,145.940791653653,154.327566070352,163.196302914573,172.574698987244,182.492043015075,192.979306984152,204.069242133746,215.796481923463,228.19765074913,241.31147697874,141.7865857149,150.788267506696,166.203848061092,185.733230788857,196.944150048788,194.428491529621,205.712911652691,224.593135551701,237.499821618204,251.148215094262,265.580940894889,280.84307127531,296.982270270244,314.04894022314,332.096379229646,351.180950346757,371.362253743384,392.703315028751,415.270782327639,439.135134115048,464.370897655458,491.056883310282,519.276431926911,549.117672058289,"190001-1.823.2465"
"7","190001-1.5070","20180811","190001",41.95727901,-91.71944388,"48640257","5070","00","2018-08-11 00:00:00",41.984815,-91.722362,822,2464,35,22,24879.8,-112.65625,-16.171875,4.44035289937272,2.08144403580628,41.9816441428571,-91.7175914,0.00157026893805376,0.00264495730199667,0.00450972812781858,1,"190001-1",8.26060430356913,8.78504976484989,9.68317429777091,10.8209723637418,11.474129835717,11.3275654799639,11.9850051733024,13.0849827064811,13.8369369617317,14.6321037069965,15.4729663052442,16.3621507035176,17.3024338480866,18.2967522213632,19.3482110146888,20.4600939865997,21.6358734924623,22.8792214566422,24.1940208542714,25.5843778198686,27.054634373792,28.6093820731864,30.2534764250741,31.9920518721814,18.7974640152329,19.9908687982362,22.0346010687054,24.6237237788258,26.1100198928317,25.7765045588513,27.2725451054704,29.7756050920815,31.4867187751407,33.296164879921,35.2095944368224,37.2329829342268,39.372649467646,41.6352761659466,44.0279290645364,46.5580805383958,49.2336321250699,52.0629394924481,55.0548385661643,58.2186730834344,61.5643235528069,65.1022383176511,68.8434663539465,72.7996913713641,"190001-1.822.2464"
"8","190001-1.5070","20180811","190001",41.95727901,-91.71944388,"48640257","5070","00","2018-08-11 00:00:00",41.957835,-91.736174,825,2463,19,13,19652.5789473684,-107.888888888889,-13.7777777777778,8.54668073780616,2.24409173440354,41.9615791052632,-91.7282857894737,0.00043542608694572,0.00236193175597424,0.00244813812653009,1,"190001-1",4.48432805050895,4.76902701520423,5.25658033307563,5.87424214031697,6.22881333938925,6.14924983198041,6.50614566550702,7.10327632637547,7.51148006494008,7.94314201236954,8.39961027998969,8.88231038190955,9.392749803247,9.93252263445432,10.5033145508311,11.1069081641541,11.7451884673367,12.4201487907486,13.1338970351759,13.8886622450715,14.6868015172014,15.5308074111584,16.4233157736116,17.3671138734699,10.2043376082693,10.8521859190425,11.9616405801544,13.3671643370769,14.1740107989658,13.9929596176621,14.8050959143982,16.16389990713,17.0927901922192,18.0750609348143,19.1137798371321,20.2121907357231,21.3737239967221,22.6020070615139,23.9008757778912,25.2743865779863,26.7268288678951,28.2627385816147,29.8869123644892,31.6044225310072,33.4206327858095,35.3412150867249,37.3721674492852,39.5198324587405,"190001-1.825.2463"
"9","190001-1.5070","20180811","190001",41.95727901,-91.71944388,"48640257","5070","00","2018-08-11 00:00:00",41.975822,-91.722362,823,2464,271,137,25311.4760147601,-113.032,-15.664,6.08960665699746,1.99021300145604,41.9770776531365,-91.7179023542435,0.00261703703493106,0.00222309798854246,0.0349181806468239,1,"190001-1",63.9606790362067,68.0213853221234,74.9754352770262,83.7852431592578,88.842548156552,87.7077212877207,92.7981829132844,101.31515181304,107.137426189409,113.294288702745,119.804967677748,126.689795447236,133.97027350947,141.66913862827,149.810433856591,158.419584867672,167.523477613065,177.150543278572,187.33084718593,198.096182548125,209.480169008504,221.518358338101,234.248346034145,247.709887353176,145.546078517946,154.786441266343,170.610768274833,190.657975544623,202.166154027354,199.583792441391,211.167420673785,230.548256570117,243.797165373232,257.807448070246,272.622859782253,288.289667862156,304.856800163773,322.37599545633,340.901965042554,360.492566454436,381.208980168398,403.115902927241,426.281750040872,450.778868731735,476.683762366019,504.077330973813,533.0451251977,563.677610332562,"190001-1.823.2464"
"10","190001-1.5070","20180811","190001",41.95727901,-91.71944388,"48640257","5070","00","2018-08-11 00:00:00",41.984815,-91.708551,822,2465,46,22,29415.2173913043,-111.613636363636,-15.5454545454545,5.02188655874259,1.73479501442444,41.9818983043478,-91.7122950217391,0.001564836958061,0.00233155318274399,0.00592707125370442,1,"190001-1",10.856794227548,11.5460654052313,12.7264576484989,14.2218493923463,15.0802849269424,14.8876574879526,15.7517210849117,17.1974058428038,18.185688578276,19.2307648720526,20.3358985726066,21.5045409246231,22.7403416289138,24.0471600623631,25.429077333591,26.890409239531,28.4357194472362,30.069833914444,31.7978559798995,33.6251822775415,35.5575194626981,37.6009021533308,39.7617118729545,42.0466967462956,24.7052384200204,26.2737132776819,28.9597614045842,32.3626083950282,34.3160261448646,33.8776917059188,35.8439164243326,39.1336524067357,41.3825446758992,43.7606738421819,46.2754669741094,48.934777570698,51.7469107289062,54.7206486752441,57.865278199105,61.1906201361773,64.7070593643776,68.4255776186461,72.3577878298159,76.515970338228,80.9131109551176,85.5629417889128,90.4799843509011,95.6795943737928,"190001-1.822.2465"
